px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
6.95646	-7.05317	-2.39823	-2.69756	-0.563971	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.497107
7.07964	-6.99194	-2.39599	-2.72383	-0.556391	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.189492
7.23247	-6.88535	-2.5358	-2.7301	-0.529622	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	1.55093
7.28702	-6.82302	-2.08973	-2.7108	-0.450205	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	8.62908
7.43035	-6.71556	-2.2481	-2.70666	-0.418453	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	1.79587
7.53325	-6.65406	-2.18493	-2.71613	-0.399541	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.551851
7.65826	-6.57059	-2.25949	-2.71917	-0.379602	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.658613
7.81308	-6.51359	-2.49294	-2.75584	-0.405965	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	1.5999
7.95091	-6.43375	-2.54951	-2.76094	-0.388117	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.468606
7.99951	-6.36963	-2.14969	-2.73159	-0.318384	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	6.31745
8.11933	-6.28006	-2.24842	-2.71971	-0.289562	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	1.11469
8.23634	-6.21633	-2.24999	-2.72497	-0.276735	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.400872
8.39021	-6.10873	-2.40261	-2.7077	-0.242389	8.45315	-5.97158	8.45	-5.95	2.727	1.818	1.48012
8.48754	-6.046	-2.31636	-2.70173	-0.218406	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0.710282
8.61667	-5.95138	-2.42134	-2.68585	-0.190908	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.907729
8.75433	-5.89178	-2.5717	-2.70409	-0.205045	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.827736
8.90175	-5.78182	-2.70336	-2.68213	-0.171976	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	1.29677
8.99206	-5.7064	-2.45925	-2.65413	-0.119003	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	3.74176
9.12736	-5.59215	-2.5852	-2.62743	-0.0859343	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	1.27895
9.21437	-5.50324	-2.36379	-2.59534	-0.0364704	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	2.98667
9.34642	-5.3777	-2.48394	-2.56422	-0.00362928	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	1.25557
9.43373	-5.28738	-2.32696	-2.53534	0.0348305	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	1.74833
9.55283	-5.16555	-2.42579	-2.50608	0.0615696	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.875976
9.66983	-5.09025	-2.55949	-2.51651	0.0402605	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.842836
9.77417	-4.99582	-2.58994	-2.50303	0.0511853	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.194519
9.85417	-4.90602	-2.38029	-2.47086	0.0932951	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	2.05436
9.95866	-4.8065	-2.4132	-2.45592	0.102806	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.127485
10.0289	-4.71572	-2.21221	-2.41988	0.145782	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	2.22682
10.1378	-4.57762	-2.34045	-2.38405	0.173481	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	1.00366
10.2266	-4.47779	-2.33605	-2.36485	0.184399	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.297365
10.3339	-4.34452	-2.44076	-2.33614	0.20321	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.503698
10.4204	-4.24642	-2.43844	-2.31782	0.214611	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.348088
10.5274	-4.09089	-2.60348	-2.28036	0.241954	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	1.20521
10.6487	-3.98424	-2.78474	-2.29631	0.200869	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	1.92378
10.7492	-3.83766	-2.88163	-2.26802	0.21918	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.522428
10.7651	-3.7128	-2.52558	-2.17576	0.335562	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	10.3194
10.8513	-3.55025	-2.66933	-2.13694	0.358202	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.899005
10.9631	-3.43998	-2.84678	-2.16524	0.289225	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	4.27422
11.0474	-3.29767	-2.9075	-2.14262	0.297574	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.146009
11.0728	-3.16629	-2.69773	-2.07077	0.380065	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	5.1529
11.1455	-3.01103	-2.79222	-2.041	0.391288	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.317996
11.1389	-2.85645	-2.54302	-1.93045	0.523116	11.1386	-2.78926	11.15	-2.8	0	2.73104	13.2868
11.182	-2.70102	-2.5964	-1.89136	0.533031	11.141	-2.65084	11.15	-2.65	0	2.73102	0.247331
11.1886	-2.54933	-2.54722	-1.81464	0.602899	11.1042	-2.54354	11.15	-2.55	0	1.81785	3.53925
11.2059	-2.43327	-2.48151	-1.78037	0.603413	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.227954
11.2887	-2.34826	-2.46321	-1.84235	0.461915	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	15.6337
11.3346	-2.16278	-2.65013	-1.81147	0.469301	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.916829
11.346	-2.01169	-2.63262	-1.75717	0.510697	11.3117	-1.92025	11.35	-1.95	0	1.81854	1.1347
11.3675	-1.86896	-2.63083	-1.72722	0.51237	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0157721
11.3818	-1.72194	-2.63537	-1.68924	0.527459	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.175929
11.3917	-1.56158	-2.67641	-1.65497	0.532331	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.122296
11.3315	-1.39656	-2.71256	-1.53735	0.663426	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	10.6381
11.3105	-1.24756	-2.70832	-1.49314	0.670327	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.244417
11.2138	-1.04666	-2.99706	-1.35654	0.820044	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	14.5526
11.1548	-0.903851	-2.94965	-1.29944	0.83119	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.581477
11.083	-0.745719	-3.07537	-1.23005	0.871877	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	1.3487
11.0146	-0.616527	-3.03973	-1.177	0.880912	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.311404
10.8922	-0.435952	-3.38184	-1.08073	0.961383	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	6.14895
10.7993	-0.314535	-3.32051	-1.02217	0.960078	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.30218
10.7057	-0.178322	-3.24757	-0.970025	0.951632	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.236148
10.5934	-0.114405	-3.05925	-0.891024	0.977782	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	1.68982
10.4429	0.0317685	-3.48221	-0.815322	0.997901	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	6.01715
10.3103	0.0891886	-3.3484	-0.737619	1.00859	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	1.43333
10.2191	0.149661	-2.98726	-0.688227	0.991849	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	3.18747
10.0931	0.151299	-2.82284	-0.599242	1.01805	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	2.84633
9.95461	0.227323	-2.92703	-0.537183	1.00281	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	1.25057
9.80686	0.231201	-2.82183	-0.4471	1.01839	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	2.30992
9.64507	0.290277	-3.05622	-0.387879	1.00825	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	2.02661
9.49718	0.293194	-3.00187	-0.312543	1.01538	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	1.32338
9.39247	0.296178	-2.4707	-0.244821	1.01026	9.22819	0.16178	9.35	0.15	-1.81963	0	6.09588
9.2594	0.279706	-2.4311	-0.167599	1.01379	9.24456	0.139817	9.25	0.15	-1.81962	0	1.16495
9.10425	0.30407	-2.72354	-0.117725	1.00399	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	1.89986
8.96824	0.301967	-2.71641	-0.060324	1.00334	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.150692
8.82226	0.30607	-2.81047	-0.00979913	0.998698	8.84168	0.257617	8.8	0.25	-2.99995	0	0.248508
8.67773	0.291563	-2.81411	0.046784	0.998444	8.65606	0.24536	8.65	0.25	-2.99994	0	0.145305
8.5312	0.27914	-2.83527	0.0984232	0.994952	8.43549	0.247188	8.5	0.25	-2.99323	0	0.128927
8.38244	0.25926	-2.84937	0.150229	0.992032	8.34184	0.250769	8.35	0.25	-2.9932	0	0.0916613
8.24181	0.231609	-2.74482	0.205921	0.989176	8.27073	0.243988	8.2	0.25	-2.73233	0	0.244076
8.08659	0.2092	-2.75881	0.254525	0.981743	8.03847	0.260731	8.05	0.25	-2.73234	0	0.268058
7.94356	0.174315	-2.86207	0.299944	0.976422	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	0.289445
7.79626	0.131713	-2.88259	0.347234	0.973301	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.225618
7.62969	0.0838711	-3.10737	0.387629	0.964491	7.46173	0.143776	7.6	0.15	-2.99599	0	1.60066
7.48444	0.0464807	-3.0957	0.423612	0.955559	7.45455	0.149294	7.45	0.15	-2.99596	0	0.626985
7.38727	-0.012929	-2.61277	0.485725	0.967652	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	5.73633
7.2666	-0.0547828	-2.57765	0.525407	0.953367	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	0.675804
7.11837	-0.125299	-2.88346	0.563377	0.938436	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	3.32173
6.97988	-0.198189	-2.8776	0.606508	0.931567	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.350775
6.93853	-0.277862	-2.20441	0.689009	0.971802	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	11.632
6.84808	-0.354122	-2.19864	0.740928	0.960101	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.00725788
6.67992	-0.456272	-2.95606	0.752122	0.915703	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	18.5281
6.57097	-0.555692	-2.95479	0.795068	0.913183	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0471194
6.51093	-0.685457	-2.58182	0.888673	0.965284	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	6.64983
6.42731	-0.809596	-2.60186	0.947878	0.963702	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.136594
6.38426	-0.936343	-2.42233	1.03262	0.99919	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	3.78181
6.32427	-1.07079	-2.49129	1.09453	0.993968	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.532599
6.25725	-1.21472	-2.54303	1.15588	0.991064	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.390966
6.20321	-1.3728	-2.62043	1.21993	0.992887	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.424778
6.21439	-1.61042	-2.71148	1.37649	1.07932	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	24.8547
6.2156	-1.74819	-2.66201	1.44502	1.03085	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.886758
6.21461	-1.90364	-2.75191	1.51252	1.02408	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.998155
6.23365	-2.03495	-2.71774	1.57362	1.01658	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.820774
6.24577	-2.17568	-2.67057	1.63127	1.00905	6.45002	-2.23466	6.35	-2.2	0	-2.72856	0.576221
6.27081	-2.32431	-2.67318	1.69228	1.00355	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.268266
6.3087	-2.5243	-2.97393	1.75731	1.0024	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	2.4869
6.36108	-2.6735	-2.94459	1.82048	0.997954	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.479468
6.38552	-2.73216	-2.32674	1.87068	0.985263	6.46538	-2.81029	6.45	-2.8	0	-2.72732	7.50091
6.43007	-2.87318	-2.37567	1.92451	0.981745	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.295872
6.48383	-3.04944	-2.70725	1.97408	0.980213	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	2.10652
6.54463	-3.21878	-2.78136	2.02279	0.973861	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	0.825189
6.60631	-3.35353	-2.67522	2.07286	0.967687	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	0.937747
6.67625	-3.5204	-2.7517	2.11699	0.960098	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	1.2921
6.74004	-3.6376	-2.55166	2.16475	0.953433	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	1.5841
6.80956	-3.79369	-2.61651	2.20277	0.942941	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	1.7464
6.86864	-3.89215	-2.35291	2.24731	0.935315	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	2.33875
6.93439	-4.04207	-2.41935	2.27705	0.918142	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	2.97677
6.98204	-4.11617	-2.10644	2.31519	0.909257	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	3.2489
7.03889	-4.24041	-2.1602	2.33775	0.889134	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	2.91012
7.1437	-4.3755	-2.63313	2.3713	0.881919	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	5.88155
7.22466	-4.51986	-2.6892	2.38725	0.854693	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	3.64628
7.28947	-4.59916	-2.40628	2.41963	0.843016	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	2.99243
7.35971	-4.72673	-2.44406	2.42949	0.8105	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	3.19982
7.445	-4.82366	-2.36469	2.46055	0.796446	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	1.63822
7.50824	-4.97105	-2.39552	2.45152	0.742203	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	5.8389
7.63336	-5.10366	-2.92957	2.47041	0.725133	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	7.93604
7.70716	-5.26759	-2.95959	2.44546	0.660889	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	5.98299
7.76832	-5.34926	-2.53251	2.45988	0.639557	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	5.90545
7.81823	-5.49692	-2.54574	2.42862	0.573319	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	4.93836
7.92897	-5.62111	-2.77744	2.44205	0.55529	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	2.73749
7.99579	-5.79856	-2.80235	2.40092	0.480702	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	5.11223
8.05219	-5.88461	-2.31352	2.40696	0.457493	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	5.99033
8.09606	-6.04363	-2.33542	2.36362	0.387573	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	4.07195
8.19703	-6.162	-2.52323	2.3732	0.376353	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	1.28329
8.26063	-6.31065	-2.54127	2.34483	0.327099	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	1.9464
8.37791	-6.44327	-2.80778	2.35486	0.320271	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.79758
8.4452	-6.60637	-2.8244	2.32031	0.268326	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	1.98807
8.52751	-6.72087	-2.64557	2.32013	0.2523	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.3393
8.57607	-6.88975	-2.6657	2.27395	0.192796	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	2.48862
8.65855	-7.01374	-2.6407	2.27075	0.178896	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.643515
8.69591	-7.1967	-2.67415	2.21354	0.112896	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	3.06043
8.77745	-7.32046	-2.75849	2.21218	0.106645	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.438603
8.83048	-7.46752	-2.7791	2.18342	0.0730835	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.827388
8.90449	-7.59383	-2.7262	2.17838	0.063618	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.342514
8.95078	-7.75973	-2.75039	2.14011	0.022427	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	1.19855
9.01812	-7.88669	-2.6796	2.13248	0.0129161	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.319127
9.05414	-8.05921	-2.71373	2.08799	-0.0316512	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	1.37928
9.12012	-8.1894	-2.6851	2.08118	-0.0370074	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.097196
9.18062	-8.3282	-2.69195	2.06846	-0.0475464	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.0786526
9.2568	-8.46642	-2.91372	2.06933	-0.0416735	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.27009
9.30049	-8.61465	-2.92607	2.04415	-0.0645376	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.397777
9.35995	-8.7434	-2.91233	2.03742	-0.0681057	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.164191
9.40577	-8.89688	-2.937	2.01354	-0.088539	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.303682
9.44289	-9.01161	-2.53773	1.99301	-0.110224	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	4.02942
9.4837	-9.14787	-2.54212	1.97436	-0.122687	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.137481
9.5392	-9.28428	-2.62209	1.96729	-0.121942	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.231029
9.57894	-9.42979	-2.63374	1.94689	-0.135461	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.132536
9.63929	-9.57813	-2.72882	1.94138	-0.132414	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.300215
9.68518	-9.72928	-2.7449	1.92549	-0.140976	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.0619411
9.75008	-9.8854	-2.94214	1.92466	-0.132138	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.28879
9.7861	-10.033	-2.95139	1.90613	-0.14393	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.106193
9.8067	-10.1492	-2.56072	1.87986	-0.169294	9.75497	-10.1932	9.75	-10.2	0	-2.72857	3.60403
9.81823	-10.3107	-2.59626	1.84304	-0.19656	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.50657
9.86078	-10.4616	-2.73408	1.8352	-0.191138	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.5127
9.88708	-10.6192	-2.75284	1.81351	-0.202229	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.0870832
9.90262	-10.742	-2.49317	1.78857	-0.221206	9.86786	-10.8223	9.85	-10.8	0	-2.72846	1.59898
9.9052	-10.8985	-2.52782	1.75359	-0.243662	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.349276
9.9245	-11.0356	-2.51147	1.73628	-0.247931	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.0627234
9.91312	-11.1992	-2.55617	1.69428	-0.275732	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.547106
9.93244	-11.3426	-2.66636	1.68337	-0.270616	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.361116
9.9209	-11.5036	-2.71886	1.64654	-0.29364	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.439625
9.91098	-11.6281	-2.44612	1.60981	-0.32217	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	2.2965
9.86534	-11.8001	-2.52152	1.55159	-0.361877	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	1.15204
9.8451	-11.9199	-2.32761	1.51442	-0.384931	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	1.17411
9.78215	-12.0879	-2.41893	1.45005	-0.427059	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	1.32892
9.7389	-12.1824	-2.08563	1.39464	-0.469989	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	3.43456
9.66919	-12.3196	-2.15387	1.33296	-0.504457	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	1.04368
9.60762	-12.3744	-1.67671	1.25598	-0.570057	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	7.80869
9.5144	-12.5002	-1.7946	1.17806	-0.614473	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	1.77984
9.45405	-12.5547	-1.43395	1.09671	-0.677974	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	7.11516
9.3132	-12.6905	-1.66343	0.986602	-0.746601	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	4.72564
9.24587	-12.7593	-1.61207	0.924313	-0.771846	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.832422
9.09123	-12.8915	-1.86886	0.819506	-0.829932	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	3.93628
8.99504	-12.9575	-1.84521	0.740747	-0.869153	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	1.42834
8.80154	-13.0948	-2.1842	0.635171	-0.921722	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	4.48453
8.58822	-13.1412	-2.25949	0.409714	-1.12579	8.43462	-13.263	8.4	-13.15	-2.72644	0	21.0091
8.41221	-13.2006	-2.41333	0.319994	-1.03157	8.26001	-13.1483	8.25	-13.15	-2.72641	0	1.5302
8.21146	-13.2326	-2.70926	0.194979	-1.03074	8.10139	-13.1447	8.1	-13.15	-3.00083	0	5.18275
8.04886	-13.2465	-2.76677	0.128118	-1.02018	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.922669
7.94617	-13.2662	-2.53662	0.0996782	-1.00695	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	2.03888
7.75754	-13.2878	-2.67008	0.0413559	-1.00116	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.87501
7.53905	-13.2809	-3.05418	-0.0379458	-1.00412	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	4.48017
7.37676	-13.2457	-3.02541	-0.106208	-0.998877	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.606047
7.25434	-13.2328	-2.75821	-0.151602	-0.988069	7.19553	-13.2012	7.2	-13.15	-2.73035	0	1.82613
7.09239	-13.2001	-2.78751	-0.20876	-0.984744	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.189307
6.95459	-13.1698	-2.69817	-0.260483	-0.97897	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.239508
6.76917	-13.1375	-2.79625	-0.306358	-0.97282	6.672	-13.1364	6.65	-13.15	-3.63617	0	0.60576
6.70923	-13.1182	-2.14585	-0.352412	-0.957159	6.53838	-13.1322	6.55	-13.15	-1.81656	0	9.1494
6.55744	-13.0951	-2.22956	-0.390411	-0.951457	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0.749694
6.42555	-13.0408	-2.32558	-0.441802	-0.950994	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.410168
6.26697	-12.9963	-2.40632	-0.480784	-0.943492	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0.82947
6.08308	-12.8999	-2.92307	-0.534815	-0.951857	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	5.1205
5.92202	-12.8213	-2.96361	-0.579002	-0.944823	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.284732
5.82105	-12.7598	-2.6316	-0.623663	-0.933659	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.36867
5.6646	-12.6899	-2.68847	-0.656935	-0.921595	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	0.96671
5.52951	-12.5888	-2.85	-0.705618	-0.922719	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.651685
5.36632	-12.4987	-2.91175	-0.73582	-0.906427	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	1.14672
5.25744	-12.4026	-2.79894	-0.781713	-0.90156	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.38354
5.1236	-12.3049	-2.82614	-0.8159	-0.888249	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.473061
5.0344	-12.2128	-2.74968	-0.857	-0.884737	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.318139
4.9267	-12.1148	-2.76863	-0.889766	-0.873938	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.236122
4.86464	-12.0334	-2.47785	-0.93207	-0.869627	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	1.92491
4.78812	-11.9334	-2.48307	-0.972948	-0.866998	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.0131206
4.67718	-11.7789	-2.98546	-1.01312	-0.866227	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	5.79027
4.587	-11.6495	-3.00325	-1.04963	-0.858917	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.132736
4.54826	-11.5658	-2.5146	-1.0946	-0.858417	4.53697	-11.5591	4.55	-11.55	0	1.99749	5.54061
4.50755	-11.4516	-2.50224	-1.14642	-0.867733	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.118494
4.41103	-11.2577	-3.17198	-1.18524	-0.858311	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	9.62755
4.37833	-11.0838	-3.16646	-1.25408	-0.880607	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.425381
4.38734	-10.9922	-2.35682	-1.33003	-0.912753	4.39651	-10.8822	4.45	-10.95	0	1.81807	13.4463
4.38566	-10.862	-2.34855	-1.39817	-0.928625	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.323605
4.36682	-10.7255	-2.45391	-1.44892	-0.923737	4.493	-10.7885	4.45	-10.7	0	2.72865	0.453701
4.37788	-10.5807	-2.46642	-1.51861	-0.940671	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.284861
